date,0 bps,5 bps,10 bps,20 bps
2024-10-01,1.0047042074576495,1.0047042074576495,1.0047042074576495,1.0047042074576495
2024-10-02,1.0072602797104484,1.0072602797104484,1.0072602797104484,1.0072602797104484
2024-10-03,1.0096375505377533,1.0096375505377533,1.0096375505377533,1.0096375505377533
2024-10-04,1.0107117513634574,1.0107117513634574,1.0107117513634574,1.0107117513634574
2024-10-07,1.0128536371942118,1.0128536371942118,1.0128536371942118,1.0128536371942118
2024-10-08,1.013564791278466,1.0134623897086972,1.0133599881389286,1.0131551849993914
2024-10-09,1.0132270683644315,1.0130242647240708,1.0128214813801195,1.012415975581444
2024-10-10,1.011963721170362,1.0116464298932724,1.0113292048239206,1.0106949532808427
2024-10-11,1.0109585488632566,1.0105475102759285,1.0101365968214897,1.009315145209858
2024-10-14,1.0107020183040327,1.0101765003040617,1.0096512005903362,1.0086012557500075
2024-10-15,1.0075345700872873,1.006906588985868,1.006278933762668,1.0050246004103145
2024-10-16,1.0066598161134097,1.0059325115386126,1.0052056570654049,1.0037532974959678
2024-10-17,1.0064804400488323,1.00564548658859,1.0048111389042638,1.0031442593574305
2024-10-18,1.0091764088857664,1.0082415276347758,1.0073074158841744,1.0054414986686013
2024-10-21,1.010543254333242,1.0095113033419283,1.0084803004125875,1.0064211356447101
2024-10-22,1.012968130423073,1.0118458963050425,1.0107247918763602,1.0084859679960316
2024-10-23,1.0148983615080653,1.0136735890576063,1.012450170931171,1.0100073922080777
2024-10-24,1.0149256919787495,1.0136064700917689,1.0122888304706026,1.0096582910715526
2024-10-25,1.015286459755772,1.0138600713398402,1.0124355431556347,1.009592058530006
2024-10-28,1.0170631548931583,1.0155316842900068,1.014002365451873,1.01095017184752
2024-10-29,1.0207037253859754,1.0190641005686505,1.0174269444530823,1.0141600244578701
2024-10-30,1.0133770264778021,1.0116522143579414,1.0099301647467054,1.0064943364670424
2024-10-31,1.0167771996027186,1.0149504313409,1.0131267622570108,1.0094887018393328
2024-11-01,1.0239214988879197,1.0219956449195042,1.0200732218544397,1.0162386453579888
2024-11-04,1.031687964310288,1.029656565944956,1.0276289666192862,1.023585138180372
2024-11-05,1.0326595219552832,1.0305157221349164,1.0283761600794734,1.0241097174510863
2024-11-06,1.029478909215877,1.0272521205683813,1.025029928655216,1.0205992989075365
2024-11-07,1.02024897119406,1.0179342227678756,1.0156244967957595,1.0110200706331907
2024-11-08,1.0104932026003557,1.0080874520163476,1.0056871892800616,1.0009030794876792
2024-11-11,1.0059916056177685,1.0034662204154279,1.000946919350598,0.995926513493125
2024-11-12,1.0051400585548596,1.0025052010103648,0.9998769828692594,0.9946404006089093
2024-11-13,1.0048128810195134,1.0020918063953457,0.9993778255724493,0.9939710742652017
2024-11-14,1.0063939407530953,1.0035714020997502,1.0007564948111833,0.9951494949234165
2024-11-15,1.012169312032159,1.0092414422115583,1.0063217475691348,1.000506795852904
2024-11-18,1.0189526484798954,1.0159113590549103,1.0128788423020412,1.0068400291724158
2024-11-19,1.022255230563517,1.0191014560720983,1.015957095378534,1.009696506833094
2024-11-20,1.0225100174031352,1.0192566248218786,1.0160132582624046,1.0095564837166269
2024-11-21,1.0256135454529411,1.022253552782981,1.0189042321435746,1.0122374757295334
2024-11-22,1.0289998892936372,1.0255089695370474,1.022029542292448,1.0151050187282986
2024-11-25,1.0319279554131648,1.0283152169637284,1.0247147629539761,1.0175505462431178
2024-11-26,1.0351614174403492,1.0314168150431782,1.027685379700749,1.0202618304575846
2024-11-27,1.040697772401015,1.0368227179954985,1.0329617000501716,1.025281576017136
2024-11-29,1.0414000767466076,1.0374029822504989,1.0334208231394033,1.0255010941057576
2024-12-02,1.0390368456638055,1.0349291604464426,1.03083729538121,1.0227007886600934
2024-12-03,1.034212881389348,1.0300028212636583,1.0258094681771324,1.0174726250089836
2024-12-04,1.0316528650753263,1.0273240764886982,1.0230130051760884,1.014443731890408
2024-12-05,1.02861587867241,1.0241710193420177,1.0197449062405253,1.0109486105566272
2024-12-06,1.0273075215020555,1.0227563676874099,1.0182249038597515,1.009220713935569
2024-12-09,1.0243706786813738,1.0197310948656642,1.015112043642123,1.0059351843881923
2024-12-10,1.02294439177579,1.0182122083124219,1.0135014262682458,1.0041436885504664
2024-12-11,1.0195430155157132,1.0147154779310175,1.0099102985158623,1.000366609709327
2024-12-12,1.0152705291772905,1.0103606320156333,1.0054739709564953,0.9957699273940571
2024-12-13,1.0150502132237393,1.0100331698349916,1.005040404249222,0.995127247148655
2024-12-16,1.0150808237299875,1.0099737979307069,1.0048919387674564,0.9948032352497876
2024-12-17,1.0162636689775653,1.0110711309029634,1.0059045894424643,0.9956489870619247
2024-12-18,1.0178627244443121,1.0125578963996293,1.0072801699704776,0.9968054799398897
2024-12-19,1.0168712195036607,1.011485801462818,1.0061283526199256,0.9954967936766272
2024-12-20,1.0147001904914652,1.009230076001609,1.003788890003856,0.9929927041450604
2024-12-23,1.0113670643148458,1.0058149427001402,1.0002927325732103,0.9893374152609958
2024-12-24,1.010695845937237,1.005055818382935,0.9994466881833535,0.9883204562905038
2024-12-26,1.011928439285093,1.0061820124021268,1.00046763139145,0.9891343061690744
2024-12-27,1.0115848097584104,1.005748874349158,0.9999460127812373,0.9884387758894428
2024-12-30,1.012705022731449,1.0067792501707566,1.0008875501676058,0.9892055990825097
2024-12-31,1.01739968172336,1.0113631020280627,1.005361728219506,0.9934637923575026
2025-01-02,1.0171382842012902,1.011001128433502,1.0049003815396644,0.9928072663403946
2025-01-03,1.0158734948507921,1.0096378360170104,1.0034398216913734,0.9911558340754383
2025-01-06,1.0157893470470953,1.0094423203752487,1.0031343087756996,0.9906343887144228
2025-01-07,1.0181594384622814,1.0116999544908483,1.0052807970308075,0.9925624724429195
2025-01-08,1.018106557885454,1.0115432249545937,1.005021538525101,0.9921020665933897
2025-01-10,1.02033210049097,1.01366470267049,1.0070401992563764,0.9939187908431171
2025-01-13,1.0253776983001714,1.0185853552778388,1.011837320921627,0.9984730417286066
2025-01-14,1.0322460874084856,1.0252973246949446,1.0183946371389958,1.0047262860018875
2025-01-15,1.0368568145702364,1.0297861181151142,1.0227629265099687,1.008857802394516
2025-01-16,1.0418691009831593,1.034674947807527,1.027529746861266,1.013384891147557
2025-01-17,1.042843733881172,1.035532288412672,1.028271367998196,1.0138997283854814
