year,net_return,sharpe,max_drawdown
2024,0.005361728219505979,0.19327345244553285,-0.03287541163805918
2025,0.04408865490570446,0.2516292336429366,-0.13261766395288266
2026,-0.054882979963370326,-0.29753531043648246,-0.23194312687622476
