year,net_return,sharpe,max_drawdown
2024,0.011799082849172526,0.3451335397104047,-0.026344091859627272
2025,0.05537279466749312,0.31599511720789264,-0.14025172373906003
2026,0.01171469988958429,0.06787362310708688,-0.18033485957768924
