year,net_return,sharpe,max_drawdown
2024,-0.008557296858537677,-0.35654134377994523,-0.028750266410454084
2025,0.01449964527577463,0.111618232510493,-0.13303734559575997
2026,-0.08111696657658296,-0.46186760308221847,-0.24660262995862203
