date,0 bps,5 bps,10 bps,20 bps
2024-10-01,1.0043975095256867,1.0043975095256867,1.0043975095256867,1.0043975095256867
2024-10-02,1.0067292643825099,1.0067292643825099,1.0067292643825099,1.0067292643825099
2024-10-03,1.0071772571825874,1.0071772571825874,1.0071772571825874,1.0071772571825874
2024-10-04,1.007043265230825,1.007043265230825,1.007043265230825,1.007043265230825
2024-10-07,1.00908572765337,1.00908572765337,1.00908572765337,1.00908572765337
2024-10-08,1.009815698615111,1.0096832406681666,1.0095507827212225,1.0092858668273341
2024-10-09,1.0117908320528828,1.0115316367466314,1.011272474625151,1.0107542499365014
2024-10-10,1.0094054539187909,1.0090324221068154,1.0086594820460613,1.0079138771331586
2024-10-11,1.0099454446755862,1.0094743577543568,1.0090034349685815,1.0080620816515526
2024-10-14,1.0094322989089897,1.0088491318700816,1.0082662336779677,1.007101243463275
2024-10-15,1.0040408872431748,1.00334051421838,1.002640547643522,1.0012418330901587
2024-10-16,1.0022503103459937,1.0014193187353488,1.000588916841004,0.9989298808084665
2024-10-17,1.0025189748771668,1.0015683259282164,1.0006184649299181,0.99872110454883
2024-10-18,1.0042914663816438,1.0032236088089883,1.0021567597072285,1.0000260835863726
2024-10-21,1.0043076769993196,1.0031342384976156,1.0019620330003904,0.99962131641731
2024-10-22,1.004929127996445,1.003671764662634,1.0024158295388441,0.9999082380907738
2024-10-23,1.0056464436383026,1.004284702194763,1.0029246489596457,1.0002095995153502
2024-10-24,1.0060216261132915,1.004541567892557,1.0030635175952174,1.0001134307956794
2024-10-25,1.004412536238468,1.0028129882670451,1.0012158036005274,0.9980285113050787
2024-10-28,1.0071825188554104,1.0054749219762338,1.0037700250478085,1.000368315205011
2024-10-29,1.011073401101452,1.0092716286269623,1.0074728635335026,1.0038843367737498
2024-10-30,1.0019409340997234,1.0000471762095762,0.9981567844266259,0.994386076772421
2024-10-31,1.0032312559956078,1.001233952471358,0.9992404016341876,0.9952645315075487
2024-11-01,1.0070740731046024,1.004975861238086,1.002881787803133,0.9987060254282695
2024-11-04,1.0120210127279459,1.009808755924647,1.0076010902009993,1.003199495928183
2024-11-05,1.0089265034545416,1.0066105092543254,1.0042995752587902,0.9996928459146068
2024-11-06,1.0070123520158871,1.0045949138517978,1.0021830122484943,0.9973757704698278
2024-11-07,0.9995439477478775,0.9970288483461482,0.9945197994765708,0.9895197978150159
2024-11-08,0.9920195830852494,0.9893965296614938,0.9867801198524528,0.9815671667655823
