feature_name,rank,mean_abs_shap,std_abs_shap,cluster_id,cutoff_rule,selected
turnover_21d_vs_sector,100,4.846458545268633e-05,3.2185735076233927e-06,84,cap,False
ret_63d_decile,101,4.6648294557828356e-05,2.820925900332229e-06,22,cap,False
shares_change_growth_yoy,102,4.534547343933808e-05,5.257127285169901e-06,85,cap,False
asset_turnover_z,103,4.518749829749966e-05,5.447299209316736e-06,73,cap,False
dist_from_52w_low,104,4.377175102458014e-05,1.1371053884832562e-05,86,cap,False
fcf_yield_decile,105,4.3369588944466144e-05,7.306802512647472e-06,68,cap,False
sharpe_63d_z,106,4.2767995699189974e-05,3.3710879410867696e-06,22,cap,False
debt_to_equity_z,107,4.088898980280978e-05,6.03229155160182e-06,87,cap,False
ev_to_ebitda,108,3.983928005828102e-05,1.0322452032318122e-05,88,cap,False
vol_252d_vs_sector,109,3.9266640606648186e-05,6.981366228613812e-06,89,cap,False
eps_growth_yoy_vs_sector,110,3.850839384959434e-05,6.062622896742756e-06,90,cap,False
fcf_yield_z,111,3.631694359917377e-05,1.3065622555547363e-05,91,cap,False
net_debt_to_ebitda_z,112,3.4343264270504195e-05,2.9276272953674303e-06,92,cap,False
vol_252d_decile,113,3.316090869966193e-05,3.619619522857288e-06,44,cap,False
net_margin,114,3.2755661187656194e-05,6.211088876124448e-06,60,cap,False
asset_turnover,115,3.220948188562449e-05,9.311456446833119e-06,73,cap,False
current_ratio,116,3.189358182533303e-05,3.275193221850588e-06,93,cap,False
revenue_growth_yoy_vs_sector,117,3.1585760041550174e-05,2.3904194209802655e-06,94,cap,False
obv_flow_21d,118,3.089195254330904e-05,6.5687018603855625e-06,95,cap,False
ret_126d_decile,119,3.0043799017520774e-05,7.888625366322789e-06,62,cap,False
asset_turnover_vs_sector,120,2.9666725220397106e-05,6.069184185470536e-06,96,cap,False
ret_21d_vs_sector,121,2.8099874473921697e-05,5.1236277417875044e-06,97,cap,False
free_cash_flow_ttm,122,2.7674839264001486e-05,6.282524239369295e-06,98,cap,False
ocf_to_net_income,123,2.6607722400382062e-05,2.686486178189872e-06,99,cap,False
roic_decile,124,2.6388952911310134e-05,3.88300822743275e-06,100,cap,False
has_fundamentals,125,2.6279580253049955e-05,1.7096821827494732e-06,101,cap,False
revenue_growth_yoy,126,2.5719850134996222e-05,2.0319961820753865e-06,102,cap,False
market_corr_252d,127,2.559010091103416e-05,9.237007085118065e-06,103,cap,False
roe_z,128,2.4317098458124528e-05,3.7997503978608535e-06,104,cap,False
roe,129,2.4055673553822793e-05,2.534342231876445e-06,104,cap,False
price_to_book,130,2.2654241563311126e-05,5.3805908913747594e-06,105,cap,False
interest_coverage,131,2.156348432035136e-05,4.847026269539436e-06,106,cap,False
debt_to_equity_decile,132,2.0847830514876562e-05,5.648466709728185e-06,107,cap,False
beta_252d_vs_sector,133,1.891361190375824e-05,3.3300384020211683e-06,108,cap,False
accruals_vs_sector,134,1.8478497209974993e-05,1.6610584882289295e-06,109,cap,False
roic_z,135,1.8463885622317217e-05,1.6091499345057086e-06,100,cap,False
earnings_yield_vs_sector,136,1.8007957650679916e-05,6.843281775053279e-06,110,cap,False
rsi_14_z,137,1.6534653008047464e-05,3.4203623879802733e-06,111,cap,False
debt_to_equity,138,1.6506662232014977e-05,5.564038853659143e-06,107,cap,False
eps_diluted,139,1.6329121671797257e-05,1.362458263199816e-06,67,cap,False
debt_to_equity_vs_sector,140,1.6304622800870766e-05,1.7361403146090081e-06,112,cap,False
sharpe_21d,141,1.58459489760977e-05,3.2113194011441883e-06,26,cap,False
sharpe_63d_vs_sector,142,1.580167187774905e-05,4.014295971698561e-06,113,cap,False
price_to_sales_z,143,1.5329236025796772e-05,5.599875361033286e-07,114,cap,False
sharpe_63d_decile,144,1.5139984691634067e-05,3.6655093152322504e-06,22,cap,False
eps_growth_yoy_decile,145,1.4677066962797756e-05,2.1200268588451507e-06,115,cap,False
eps_ttm,146,1.332322149120244e-05,5.115154894091305e-06,116,cap,False
market_cap_vs_sector,147,1.318027724712049e-05,8.225207127259961e-06,117,cap,False
ret_126d_vs_sector,148,1.2742772419898507e-05,3.433241621439007e-06,118,cap,False
rsi_14,149,1.1086779823293066e-05,1.2661630396791168e-06,119,cap,False
roe_decile,150,0.0,0.0,104,cap,False
price_to_book_vs_sector,151,0.0,0.0,132,cap,False
price_to_book_z,152,0.0,0.0,133,cap,False
price_to_earnings,153,0.0,0.0,134,cap,False
eps_growth_yoy,154,0.0,0.0,115,cap,False
earnings_yield_decile,155,0.0,0.0,40,cap,False
price_to_sales_decile,156,0.0,0.0,127,cap,False
roe_vs_sector,157,0.0,0.0,135,cap,False
price_to_sales_vs_sector,158,0.0,0.0,136,cap,False
accruals_decile,159,0.0,0.0,48,cap,False
debt_to_market_cap,160,0.0,0.0,137,cap,False
price_to_book_decile,161,0.0,0.0,105,cap,False
ev_to_ebitda_decile,162,0.0,0.0,138,cap,False
day_of_week,163,0.0,0.0,139,cap,False
revenue_growth_qoq,164,0.0,0.0,140,cap,False
revenue_growth_yoy_decile,165,0.0,0.0,141,cap,False
revenue_growth_yoy_z,166,0.0,0.0,141,cap,False
cash_and_equivalents,167,0.0,0.0,142,cap,False
capex_to_revenue,168,0.0,0.0,143,cap,False
ev_to_ebitda_z,169,0.0,0.0,138,cap,False
ret_21d_z,170,0.0,0.0,69,cap,False
net_debt_to_ebitda,171,0.0,0.0,92,cap,False
eps_growth_qoq,172,0.0,0.0,131,cap,False
net_debt_to_ebitda_decile,173,0.0,0.0,92,cap,False
shares_change_growth_yoy_decile,174,0.0,0.0,85,cap,False
shares_change_growth_yoy_vs_sector,175,0.0,0.0,120,cap,False
shares_change_growth_yoy_z,176,0.0,0.0,121,cap,False
gross_margin_decile,177,0.0,0.0,83,cap,False
gross_margin,178,0.0,0.0,83,cap,False
fcf_yield_vs_sector,179,0.0,0.0,122,cap,False
vol_21d_vs_sector,180,0.0,0.0,123,cap,False
rsi_14_decile,181,0.0,0.0,111,cap,False
gap_overnight,182,0.0,0.0,124,cap,False
is_quarter_end,183,0.0,0.0,125,cap,False
is_month_end,184,0.0,0.0,126,cap,False
vol_21d_decile,185,0.0,0.0,79,cap,False
net_income_growth_yoy,186,0.0,0.0,115,cap,False
roic,187,0.0,0.0,100,cap,False
price_to_sales,188,0.0,0.0,127,cap,False
net_margin_decile,189,0.0,0.0,60,cap,False
net_margin_vs_sector,190,0.0,0.0,128,cap,False
net_debt_to_ebitda_vs_sector,191,0.0,0.0,129,cap,False
ocf_growth_yoy,192,0.0,0.0,130,cap,False
gross_margin_vs_sector,193,0.0,0.0,144,cap,False
